sport,dport,proto,state,dur,sbytes,spkts,label
0,0,arp,CON,43.636559,56,2,
48318,6881,tcp,FIN,0.013807,1540,16,
49334,80,tcp,FIN,0.00401,1032,8,
1045,21,tcp,FIN,3.354989,2934,52,
64822,179,tcp,FIN,0.804644,4658,12,
3748,29746,tcp,FIN,0.142998,8928,14,
27210,53,udp,CON,0.001043,132,2,
31910,6881,tcp,FIN,0.018399,1540,16,
17646,21,tcp,FIN,2.910688,2934,52,
1884,6881,tcp,FIN,0.018545,1540,16,
27210,53,udp,CON,0.001043,132,2,
14256,80,tcp,FIN,1.008877,1580,12,
59779,21053,udp,CON,0.001786,528,4,
50500,6881,tcp,FIN,0.219438,10960,188,
55594,53,udp,CON,0.001201,146,2,
1727,35890,udp,CON,0.001834,536,4,
45599,6881,tcp,FIN,0.020244,1540,16,
63892,25,tcp,FIN,0.150783,37484,52,
20152,40667,tcp,FIN,0.646438,8928,14,
30217,6881,tcp,FIN,0.013499,1540,16,
56720,80,tcp,FIN,0.004018,1044,8,
5981,6881,tcp,FIN,0.018629,1540,16,
30833,22,tcp,FIN,0.059873,3624,30,
32744,6881,tcp,FIN,0.018477,1540,16,
33323,5190,tcp,FIN,0.127399,1920,22,
18632,111,udp,CON,0.004964,568,4,
33535,53,udp,CON,0.001009,130,2,
20414,111,udp,CON,0.004604,568,4,
23033,21703,tcp,FIN,0.365255,5048,28,
33768,6881,tcp,FIN,0.018509,1540,16,
47558,53,udp,CON,0.001009,132,2,
29871,80,tcp,FIN,0.981751,1016,10,Exploits
13265,80,tcp,FIN,1.472613,68197,60, Fuzzers
32819,445,tcp,FIN,2.091766,994,12, Fuzzers
39147,25,tcp,FIN,2.464966,13909,30,Exploits
59516,445,tcp,FIN,2.016137,1110,12, Fuzzers
60870,80,tcp,FIN,1.100016,888,10,Exploits
64178,111,tcp,FIN,3.711353,564,10,Reconnaissance
59216,445,tcp,FIN,1.652199,994,12, Fuzzers
31954,30857,tcp,FIN,0.305248,320,6,
10359,8401,tcp,FIN,0.030881,4222,72,
17767,53,udp,CON,0.001056,146,2,
20933,30857,tcp,FIN,0.244301,320,6,
10597,53,udp,CON,0.001052,146,2,
4061,4639,tcp,FIN,0.048715,3910,66,
5149,6881,tcp,FIN,0.305948,11930,206,
63671,179,tcp,FIN,0.565516,4658,12,
59779,53,udp,CON,0.000922,130,2,
48275,33761,tcp,FIN,0.200364,320,6,
7054,53,udp,CON,0.000991,146,2,
12381,25,tcp,FIN,0.022483,38148,54,
8814,43233,tcp,FIN,0.028988,4014,68,
49296,22854,tcp,FIN,0.04858,3806,64,
19183,25,tcp,FIN,0.034906,37484,52,
3051,30857,tcp,FIN,0.394531,320,6,
11577,5190,tcp,FIN,0.004291,1064,12,
43417,3730,tcp,FIN,0.015168,2230,34,
57433,80,tcp,FIN,1.004508,1580,12,
17526,53,udp,CON,0.001088,146,2,
21796,50128,tcp,FIN,0.253916,424,8,
48854,46786,tcp,FIN,0.013063,2230,34,
20619,22,tcp,FIN,0.00932,3728,32,
5085,1968,tcp,FIN,0.762447,424,8,
25240,10164,udp,CON,0.001834,536,4,
59361,111,udp,CON,0.00488,568,4,
1385,53,udp,CON,0.001122,146,2,
57772,53,udp,CON,0.000955,130,2,
2063,111,udp,CON,0.004709,568,4,
21436,53,udp,CON,0.001044,146,2,
24406,111,udp,CON,0.00463,568,4,
25864,55908,udp,CON,0.001781,528,4,
29550,27365,tcp,FIN,0.030895,4222,72,
62417,30857,tcp,FIN,0.527688,320,6,
3378,29256,udp,CON,0.001789,536,4,
63542,53,udp,CON,0.001371,130,2,
42491,48447,tcp,FIN,0.008211,2230,34,
49342,25,tcp,FIN,0.20182,38148,54,
54651,25684,tcp,FIN,0.004871,4528,18,
4819,48389,tcp,FIN,0.02598,3806,64,
56087,25043,tcp,FIN,0.004816,3744,18,
27846,54482,tcp,FIN,0.029024,4014,68,
64852,80,tcp,FIN,1.005824,1580,12,
51117,53,udp,CON,0.001061,146,2,
59160,25,tcp,FIN,0.37086,38148,54,
8685,80,tcp,FIN,1.130006,1684,14,
49522,5190,tcp,FIN,0.004248,1064,12,
11891,21,tcp,FIN,2.787332,756,14, Fuzzers
28762,2537,tcp,FIN,1.171776,1320,10,Exploits
62624,445,tcp,FIN,1.509784,994,12, Fuzzers
22793,25,tcp,FIN,2.931496,13531,30,Exploits
49987,80,tcp,FIN,1.873322,68117,58, Fuzzers
33411,179,tcp,FIN,0.65371,4658,12,
5945,40667,tcp,FIN,0.368792,8928,14,
32821,50128,tcp,FIN,1.501201,424,8,
58910,22782,tcp,FIN,0.029314,4014,68,
37378,6881,tcp,FIN,0.018282,1540,16,
37021,53,udp,CON,0.001026,130,2,
48562,49275,tcp,FIN,0.334185,4264,28,
22951,59452,tcp,FIN,0.004791,4528,18,
3311,21,tcp,FIN,2.577636,2934,52,
34145,12547,tcp,FIN,0.011831,2230,34,
42863,5023,tcp,FIN,0.012863,2230,34,
30776,30857,tcp,FIN,0.509928,320,6,
60114,22,tcp,FIN,0.006649,3728,32,
35391,6881,tcp,FIN,0.01823,1540,16,
33220,80,tcp,FIN,1.004639,1580,12,
21745,14486,udp,CON,0.001796,528,4,
63430,5190,tcp,FIN,0.004174,1064,12,
40668,6840,tcp,FIN,0.038067,3806,64,
39666,80,tcp,FIN,0.00406,1032,8,
5527,42294,tcp,FIN,0.02596,3806,64,
1760,111,udp,CON,0.004591,568,4,
40116,53,udp,CON,0.001088,130,2,
11980,6881,tcp,FIN,0.338436,12034,208,
14892,6881,tcp,FIN,0.018264,1540,16,
38699,6881,tcp,FIN,0.01336,1540,16,
40542,6881,tcp,FIN,0.018164,1540,16,
44228,53,udp,CON,0.0011,132,2,
49968,50128,tcp,FIN,1.449464,424,8,
37960,22,tcp,FIN,0.010217,3728,32,
26396,60436,tcp,FIN,0.12609,4222,72,
20322,30857,tcp,FIN,0.855487,320,6,
6785,5190,tcp,FIN,0.058332,1168,14,
22747,29746,tcp,FIN,1.841622,8928,14,
24702,22648,tcp,FIN,0.070784,4222,72,
45468,111,udp,CON,0.004709,568,4,
14202,143,tcp,FIN,1.334688,7816,122,
51780,5190,tcp,FIN,0.137399,1920,22,
56700,53,udp,CON,0.000992,130,2,
47626,52398,tcp,FIN,0.241093,4056,24,
9280,47459,udp,CON,0.001874,528,4,
62300,179,tcp,FIN,0.812354,4658,12,
4643,53,udp,CON,0.001046,130,2,
52260,22,tcp,FIN,0.235783,3728,32,
1038,29746,tcp,FIN,0.306711,8928,14,
24337,5190,tcp,FIN,0.004094,1064,12,
33121,55890,udp,CON,0.001737,536,4,
50996,111,udp,CON,0.004705,568,4,
24949,24516,tcp,FIN,0.028015,4014,68,
5788,445,tcp,FIN,2.725545,1106,12, Fuzzers
22590,445,tcp,FIN,1.555059,1110,12, Fuzzers
40602,80,tcp,FIN,1.189035,1264,10,Generic
22679,21,tcp,FIN,1.555536,948,14, Fuzzers
22057,25,tcp,FIN,3.131626,19691,34,DoS
7981,445,tcp,FIN,1.004822,994,12, Fuzzers
65207,50128,tcp,FIN,0.577996,528,10,
25617,5190,tcp,FIN,0.005915,1920,22,
59525,5190,tcp,FIN,0.005904,1920,22,
10493,9094,tcp,FIN,0.230487,4736,22,
25041,19111,tcp,FIN,0.04316,3806,64,
32720,6881,tcp,FIN,0.018774,1540,16,
34178,22,tcp,FIN,0.542744,3728,32,
38834,37980,tcp,FIN,0.027031,3806,64,
50503,21,tcp,FIN,6.166751,2934,52,
27860,6881,tcp,FIN,0.013747,1540,16,
50339,6881,tcp,FIN,0.018748,1540,16,
38205,22,tcp,FIN,0.457746,3728,32,
6901,22,tcp,FIN,0.527877,3728,32,
13280,40280,tcp,FIN,0.030137,4014,68,
63369,36861,tcp,FIN,0.008687,2230,34,
25411,50128,tcp,FIN,2.162499,424,8,
14875,40515,tcp,FIN,0.030757,4222,72,
40537,10805,tcp,FIN,0.008531,2230,34,
4692,29746,tcp,FIN,0.925276,8928,14,
29798,6881,tcp,FIN,0.018679,1540,16,
17792,34154,tcp,FIN,0.025758,3806,64,
1625,21,tcp,FIN,7.090383,2934,52,
6525,143,tcp,FIN,1.136726,7816,122,
54360,24629,tcp,FIN,0.019658,2230,34,
24780,53,udp,CON,0.001016,132,2,
53298,6881,tcp,FIN,0.018765,1540,16,
54425,80,tcp,FIN,0.004011,1044,8,
36650,143,tcp,FIN,1.684977,7816,122,
2100,6881,tcp,FIN,0.018476,1540,16,
2906,6881,tcp,FIN,0.018557,1540,16,
30626,53,udp,CON,0.001018,132,2,
41220,9355,tcp,FIN,0.009072,2230,34,
48519,6881,tcp,FIN,0.018667,1540,16,
31925,30857,tcp,FIN,0.422084,320,6,
37840,22,tcp,FIN,0.594854,3728,32,
49716,53,udp,CON,0.001066,146,2,
61522,21,tcp,FIN,5.744765,2934,52,
49752,6881,tcp,FIN,0.0186,1540,16,
10860,41043,tcp,FIN,0.024994,3806,64,
56534,6881,tcp,FIN,0.256541,10752,184,
27725,5190,tcp,FIN,0.018941,1064,12,
53704,80,tcp,FIN,0.003939,1044,8,
22079,29746,tcp,FIN,0.663551,8928,14,
57001,22,tcp,FIN,0.225767,3728,32,
63398,21,tcp,FIN,4.070074,2934,52,
46266,21,tcp,FIN,6.324675,2934,52,
53981,179,tcp,FIN,1.575079,4658,12,
40267,10486,tcp,FIN,0.009877,2230,34,
55952,29746,tcp,FIN,0.553578,8928,14,
38542,53,udp,CON,0.001022,130,2,
33259,6881,tcp,FIN,0.013706,1540,16,
47372,6881,tcp,FIN,0.214476,11168,192,
9758,26532,tcp,FIN,0.025845,3806,64,
17370,80,tcp,FIN,1.438101,68197,60, Fuzzers
2341,445,tcp,FIN,1.727399,1110,12, Fuzzers
12103,445,tcp,FIN,1.314125,994,12, Fuzzers
1595,445,tcp,FIN,1.360205,1490,12, Fuzzers
12157,21,tcp,FIN,1.533648,698,14, Fuzzers
19805,12439,tcp,FIN,0.024997,3806,64,
29293,5190,tcp,FIN,0.007321,1920,22,
36571,53,udp,CON,0.001028,146,2,
51377,25,tcp,FIN,0.025052,37484,52,
52390,50128,tcp,FIN,0.144444,424,8,
26812,53,udp,CON,0.001045,146,2,
32249,22,tcp,FIN,0.726878,3728,32,
14271,25,tcp,FIN,0.022175,37484,52,
23079,65169,tcp,FIN,0.1276,4222,72,
29626,6881,tcp,FIN,0.018899,1540,16,
2277,22,tcp,FIN,0.676864,3728,32,
31591,50128,tcp,FIN,0.662623,424,8,
59418,65151,tcp,FIN,0.087008,4014,68,
53942,6881,tcp,FIN,0.019143,1540,16,
56386,6881,tcp,FIN,0.222675,11272,194,
60842,53,udp,CON,0.001055,132,2,
46015,22,tcp,FIN,0.846829,3728,32,
34490,30857,tcp,FIN,0.382092,320,6,
52058,6881,tcp,FIN,0.018942,1540,16,
5561,80,tcp,FIN,1.004723,1580,12,
16858,5190,tcp,FIN,0.076482,1272,16,
26686,80,tcp,FIN,0.003924,1044,8,
57463,6881,tcp,FIN,0.014029,1540,16,
12576,53,udp,CON,0.001103,146,2,
21295,63430,tcp,FIN,0.008835,2230,34,
14527,22,tcp,FIN,0.470897,3728,32,
50964,6881,tcp,FIN,0.019132,1540,16,
54714,53,udp,CON,0.000902,146,2,
32279,53,udp,CON,0.001057,132,2,
43016,6881,tcp,FIN,0.018785,1540,16,
50381,53,udp,CON,0.001086,146,2,
65480,445,tcp,FIN,1.188115,1110,12,
44491,6881,tcp,FIN,0.224875,1540,16,
5964,53,udp,CON,0.000971,146,2,
34025,12518,tcp,FIN,0.011833,2230,34,
4361,6881,tcp,FIN,0.018656,1540,16,
33787,29746,tcp,FIN,1.019117,8928,14,
45613,6881,tcp,FIN,0.23096,1540,16,
48846,80,tcp,FIN,0.018808,1032,8,
37583,50128,tcp,FIN,0.253473,424,8,
33320,111,udp,CON,0.004709,568,4,
32415,25,tcp,FIN,0.497596,37484,52,
43761,6881,tcp,FIN,0.190765,1540,16,
40558,2921,tcp,FIN,0.043015,3806,64,
47140,80,tcp,FIN,0.003996,1044,8,
48285,5190,tcp,FIN,0.004153,1064,12,
28429,80,tcp,FIN,1.059966,1684,14,
2838,6881,tcp,FIN,0.443684,10960,188,
3101,48015,tcp,FIN,0.006138,3744,18,
48112,6881,tcp,FIN,0.013812,1540,16,
29880,21,tcp,FIN,6.177941,2934,52,
47140,80,tcp,FIN,0.003996,1044,8,
30881,21,tcp,FIN,3.910805,2934,52,
32315,29746,tcp,FIN,0.713303,8928,14,
47055,53,udp,CON,0.001292,132,2,
46156,58742,udp,CON,0.001777,536,4,
62724,80,tcp,FIN,1.005716,1580,12,
13638,22,tcp,FIN,0.007016,3728,32,
9583,6881,tcp,FIN,0.212774,1540,16,
49692,6881,tcp,FIN,0.018671,1540,16,
39913,53,udp,CON,0.001053,146,2,
38176,6881,tcp,FIN,0.208774,1540,16,
5969,6881,tcp,FIN,0.018802,1540,16,
27950,143,tcp,FIN,3.889722,1608,32,Exploits
33888,80,tcp,FIN,2.056845,1526,26,Exploits
1366,80,tcp,FIN,1.560841,68199,60, Fuzzers
28388,143,tcp,FIN,2.661733,1026,18,Exploits
49835,445,tcp,FIN,1.167764,3026,12, Fuzzers
62567,28149,tcp,FIN,1.858236,764,10,Shellcode
52436,6881,tcp,FIN,0.236386,10856,186,
62294,63771,tcp,FIN,0.02897,4014,68,
35956,14382,tcp,FIN,0.025979,3806,64,
15609,53,udp,CON,0.000967,130,2,
1672,40667,tcp,FIN,0.223477,8928,14,
19218,1968,tcp,FIN,0.047124,528,10,
17656,25,tcp,FIN,0.532748,37484,52,
50338,80,tcp,FIN,0.004028,1044,8,
6746,6881,tcp,FIN,0.77009,12450,216,
35522,21,tcp,FIN,2.402701,2934,52,
18365,33761,tcp,FIN,0.047561,320,6,
1153,6881,tcp,FIN,0.018511,1540,16,
29018,53,udp,CON,0.000988,132,2,
36436,29746,tcp,FIN,0.356457,8928,14,
55694,61914,tcp,FIN,0.030892,4222,72,
29966,53,udp,CON,0.001068,146,2,
15963,53,udp,CON,0.001105,146,2,
46995,6881,tcp,FIN,0.018645,1540,16,
20707,22,tcp,FIN,0.006205,3728,32,
31892,6881,tcp,FIN,0.013636,1540,16,
7659,25,tcp,FIN,0.535871,38148,54,
23059,22,tcp,FIN,0.004617,3624,30,
31688,55509,tcp,FIN,0.028923,4014,68,
50291,53,udp,CON,0.001047,146,2,
2051,6881,tcp,FIN,0.018617,1540,16,
50017,6881,tcp,FIN,0.01867,1540,16,
41721,80,tcp,FIN,1.007755,1580,12,
17886,37628,tcp,FIN,0.008226,2230,34,
19338,5190,tcp,FIN,0.064135,1168,14,
47932,30721,tcp,FIN,0.02989,4222,72,
18040,80,tcp,FIN,0.003957,1044,8,
58800,6881,tcp,FIN,0.020043,1540,16,
45688,42298,tcp,FIN,0.009428,4528,18,
16524,53,udp,CON,0.000996,146,2,
4791,6881,tcp,FIN,0.023795,1540,16,
6310,6881,tcp,FIN,0.023899,1540,16,
15903,111,udp,CON,0.005239,568,4,
2314,445,tcp,FIN,1.083264,986,12,
15482,53,udp,CON,0.001004,132,2,
45042,45215,tcp,FIN,0.063015,4222,72,
38992,5190,tcp,FIN,0.024463,1064,12,
50052,6881,tcp,FIN,0.528904,10544,180,
2956,1673,tcp,FIN,0.081719,4014,68,
46154,80,tcp,FIN,0.005923,1044,8,
63617,44861,udp,CON,0.002341,528,4,
23875,6881,tcp,FIN,0.020038,1540,16,
5007,111,udp,CON,0.006148,568,4,
7763,45454,tcp,FIN,0.088099,4014,68,
17421,21,tcp,FIN,0.955946,2934,52,
21087,6881,tcp,FIN,0.020002,1540,16,
22020,6881,tcp,FIN,0.020041,1540,16,
42503,5190,tcp,FIN,0.047429,1064,12,
4507,46567,tcp,FIN,0.205543,4326,74,
33208,53,udp,CON,0.001254,132,2,
44985,179,tcp,FIN,1.561774,4658,12,
14044,5190,tcp,FIN,0.004914,1064,12,
50986,80,tcp,FIN,1.097865,1684,14,
19012,6881,tcp,FIN,0.015186,1540,16,
6659,48353,udp,CON,0.002567,528,4,
49245,6881,tcp,FIN,0.018155,1540,16,
5545,6881,tcp,FIN,0.023895,1540,16,
7264,6881,tcp,FIN,0.024172,1540,16,
61441,445,tcp,FIN,1.076646,5154,14, Fuzzers
3988,445,tcp,FIN,1.759554,994,12, Fuzzers
16166,21,tcp,FIN,1.556817,700,14, Fuzzers
43875,80,tcp,FIN,1.489487,68199,60, Fuzzers
63997,53,udp,INT,1.1e-05,118,2,Generic
59717,111,tcp,FIN,1.245124,564,10,Reconnaissance
1997,2631,tcp,FIN,0.026832,3806,64,
48490,58179,udp,CON,0.036119,528,4,
18708,36800,tcp,FIN,0.349562,5048,28,
62168,111,udp,CON,0.005152,568,4,
22085,53,udp,CON,0.001059,132,2,
57506,6881,tcp,FIN,0.018597,1540,16,
61641,80,tcp,FIN,0.004007,1044,8,
26934,61415,tcp,FIN,0.380511,5048,28,
24690,6881,tcp,FIN,0.013722,1540,16,
26985,6881,tcp,FIN,0.018509,1540,16,
55914,6881,tcp,FIN,0.018555,1540,16,
64163,80,tcp,FIN,1.006446,1580,12,
25770,21351,udp,CON,0.001735,528,4,
1958,111,udp,CON,0.08713,568,4,
25350,54409,tcp,FIN,0.039958,4014,68,
21526,1076,tcp,FIN,0.010584,2230,34,
28590,6881,tcp,FIN,0.018606,1540,16,
53930,80,tcp,FIN,1.29667,18994,356,
20091,6881,tcp,FIN,0.365935,11064,190,
56337,26821,tcp,FIN,0.126832,4222,72,
3660,1591,tcp,FIN,0.0088,2230,34,
61280,6881,tcp,FIN,0.305574,10960,188,
62266,179,tcp,FIN,0.645699,4658,12,
27153,56294,tcp,FIN,0.136093,4014,68,
50582,53,udp,CON,0.001046,146,2,
18647,22,tcp,FIN,0.23577,3728,32,
1493,62555,tcp,FIN,0.030305,3806,64,
1855,5659,udp,CON,0.035111,528,4,
26785,24937,tcp,FIN,0.077961,4222,72,
43715,48285,tcp,FIN,1.079643,5048,28,
52586,111,udp,CON,0.129174,568,4,
63660,53,udp,CON,0.001018,130,2,
46829,47752,tcp,FIN,0.895642,5048,28,
19486,53,udp,CON,0.001145,146,2,
20057,17802,tcp,FIN,0.037338,4222,72,
10026,44067,tcp,FIN,0.073022,3806,64,
63314,5190,tcp,FIN,0.005257,1064,12,
7227,179,tcp,FIN,0.779479,4658,12,
64282,11412,tcp,FIN,0.035837,4014,68,
5954,111,udp,CON,0.306362,568,4,
7441,3484,udp,CON,0.141162,536,4,
54174,80,tcp,FIN,1.006962,1580,12,
7524,22,tcp,FIN,0.006533,3728,32,
8844,5190,tcp,FIN,0.004208,1064,12,
3543,53,udp,CON,0.000996,146,2,
40523,53,udp,CON,0.001007,146,2,
1063,143,tcp,FIN,0.040765,7816,122,
11592,9679,tcp,FIN,0.033979,2230,34,
50772,110,tcp,FIN,2.66996,1058,22,Exploits
10303,21,tcp,FIN,2.074286,698,14, Fuzzers
7406,80,tcp,FIN,1.444929,68115,58, Fuzzers
1132,445,tcp,FIN,1.540349,34706,36, Fuzzers
3892,6881,tcp,FIN,0.02274,1540,16,
46936,53,udp,CON,0.001135,146,2,
23920,21,tcp,FIN,0.025884,2934,52,
27896,26105,tcp,FIN,0.129494,4222,72,
26482,62382,tcp,FIN,0.108373,4014,68,
44238,7245,tcp,FIN,0.784465,4264,28,
38233,6881,tcp,FIN,0.01896,1540,16,
5159,53,udp,CON,0.001259,132,2,
60515,58598,tcp,FIN,0.010506,2230,34,
55495,1968,tcp,FIN,0.004539,424,8,
6147,27696,udp,CON,0.00179,528,4,
7419,5963,tcp,FIN,0.004842,4528,18,
11447,6881,tcp,FIN,0.018983,1540,16,
9661,6881,tcp,FIN,0.018923,1540,16,
50547,53,udp,CON,0.000981,132,2,
47010,6881,tcp,FIN,0.022732,1540,16,
47200,6881,tcp,FIN,0.017438,1540,16,
60244,53,udp,CON,0.001027,130,2,
34158,80,tcp,FIN,1.149848,19306,362,
45731,6881,tcp,FIN,0.013903,1540,16,
23154,1443,tcp,FIN,0.027305,3910,66,
48870,6881,tcp,FIN,0.022821,1540,16,
5820,6881,tcp,FIN,0.022838,1540,16,
60708,22,tcp,FIN,0.006289,3728,32,
60801,33761,tcp,FIN,0.006042,320,6,
4691,111,udp,CON,0.004637,568,4,
5462,80,tcp,FIN,1.005132,1580,12,
12270,6881,tcp,FIN,0.018909,1540,16,
6853,80,tcp,FIN,0.004184,1044,8,
33246,53,udp,CON,0.001101,146,2,
48102,6881,tcp,FIN,0.273781,11930,206,
52292,80,tcp,FIN,0.003905,1032,8,
56431,53,udp,CON,0.001184,146,2,
54318,40667,tcp,FIN,0.004525,8928,14,
0,0,arp,CON,30.985155,184,4,
0,0,arp,CON,30.985155,184,4,
44651,6881,tcp,FIN,0.249087,11064,190,
48114,80,tcp,FIN,1.158184,1684,14,
63997,53,udp,INT,6e-06,262,2,
34884,5190,tcp,FIN,0.363322,1272,16,
44411,53,udp,CON,0.00104,146,2,
36247,33761,tcp,FIN,0.046465,320,6,
31160,6881,tcp,FIN,0.03039,1540,16,
7496,7256,tcp,FIN,0.065967,3806,64,
22712,53,udp,CON,0.001017,146,2,
28276,6881,tcp,FIN,0.020695,1540,16,
55999,6881,tcp,FIN,0.015821,1540,16,
60071,53,udp,CON,0.001076,132,2,
44008,80,tcp,FIN,1.355712,1684,14,
21360,22,tcp,FIN,0.012108,3624,30,
61075,80,tcp,FIN,0.004273,1044,8,
1215,53,udp,CON,0.001072,130,2,
65251,80,tcp,FIN,1.128763,1684,14,
31363,179,tcp,FIN,0.710805,4658,12,
37498,5190,tcp,FIN,0.28816,1272,16,
11135,5190,tcp,FIN,0.189332,1920,22,
54966,6881,tcp,FIN,0.230083,11480,198,
9232,42940,tcp,FIN,0.012809,2230,34,
52072,80,tcp,FIN,1.116793,1684,14,
17642,1968,tcp,FIN,0.049926,424,8,
35806,53,udp,CON,0.001074,130,2,
24298,25,tcp,FIN,0.022405,37484,52,
51695,6881,tcp,FIN,0.020725,1540,16,
29213,6881,tcp,FIN,0.020734,1540,16,
15395,80,tcp,FIN,2.156393,135855,108,Exploits
3025,80,tcp,FIN,1.328311,68195,60, Fuzzers
11200,445,tcp,FIN,2.372018,994,12, Fuzzers
2311,445,tcp,FIN,1.845024,1106,12, Fuzzers
58080,53,udp,CON,0.001148,146,2,
30877,44890,udp,CON,0.001786,528,4,
9238,31918,tcp,FIN,0.026956,3806,64,
45064,5190,tcp,FIN,0.004249,1064,12,
23065,1968,tcp,FIN,0.102493,424,8,
4998,5190,tcp,FIN,0.00413,1064,12,
32960,22,tcp,FIN,0.264874,3728,32,
15749,21,tcp,FIN,0.918654,2934,52,
38724,44669,tcp,FIN,0.008773,2230,34,
56968,179,tcp,FIN,0.747208,4658,12,
37896,80,tcp,FIN,1.328169,1684,14,
61086,5190,tcp,FIN,0.097403,1920,22,
60091,33761,tcp,FIN,0.046281,320,6,
32078,30677,tcp,FIN,0.395998,5048,28,
26757,53,udp,CON,0.001048,146,2,
18521,40667,tcp,FIN,0.258312,8928,14,
1758,53,udp,CON,0.001027,130,2,
57246,111,udp,CON,0.004789,568,4,
35800,38526,udp,CON,0.001712,536,4,
63576,179,tcp,FIN,0.681256,4658,12,
28586,80,tcp,FIN,1.005716,1580,12,
58748,5190,tcp,FIN,0.004085,1064,12,
28747,24808,tcp,FIN,0.102959,4222,72,
64480,22,tcp,FIN,0.006933,3728,32,
40542,111,udp,CON,0.005035,568,4,
23899,40667,tcp,FIN,0.281323,8928,14,
7294,22,tcp,FIN,0.180912,3728,32,
42202,29746,tcp,FIN,0.048041,8928,14,
5504,50128,tcp,FIN,0.244668,424,8,
10452,53,udp,CON,0.001043,146,2,
38536,53,udp,CON,0.001077,146,2,
40150,25,tcp,FIN,0.0377,38148,54,
51690,80,tcp,FIN,1.031845,1580,12,
17438,5190,tcp,FIN,0.045286,1168,14,
55932,53,udp,CON,0.001121,146,2,
14706,15146,tcp,FIN,0.038908,4014,68,
48663,30857,tcp,FIN,0.337446,320,6,
55569,37687,tcp,FIN,0.03307,4014,68,
21264,21,tcp,FIN,1.555642,2934,52,
16368,14359,tcp,FIN,0.035906,4222,72,
34765,14115,tcp,FIN,0.005774,3744,18,
31585,80,tcp,FIN,0.798891,854,10,Exploits
26962,445,tcp,FIN,2.966544,986,12, Fuzzers
26962,445,tcp,FIN,2.966544,986,12, Fuzzers
26962,445,tcp,FIN,2.966544,986,12, Fuzzers
51404,80,tcp,FIN,1.179404,788,12,Generic
55163,445,tcp,FIN,1.472078,1106,12, Fuzzers
58150,80,tcp,FIN,1.471365,68115,58, Fuzzers
44063,143,tcp,FIN,3.032629,1108,20,Exploits
44063,143,tcp,FIN,3.032629,1108,20,Exploits
64927,179,tcp,FIN,0.759328,4658,12,
30769,53,udp,CON,0.00102,130,2,
46778,33528,tcp,FIN,0.010996,2334,36,
43223,2545,udp,CON,0.002411,536,4,
41242,53,udp,CON,0.001083,146,2,
52895,53,udp,CON,0.001091,146,2,
30369,40667,tcp,FIN,0.223372,8928,14,
32664,143,tcp,FIN,0.772862,7816,122,
47166,28559,tcp,FIN,0.024885,3806,64,
27096,53,udp,CON,0.001197,146,2,
32760,22,tcp,FIN,0.102722,3728,32,
41891,80,tcp,FIN,1.147537,18682,350,
55781,53,udp,CON,0.001049,130,2,
52895,53,udp,CON,0.001091,146,2,
57752,80,tcp,FIN,1.006821,1684,14,
3842,111,udp,CON,0.030362,568,4,
28651,33761,tcp,FIN,0.066497,320,6,
49714,21,tcp,FIN,1.69865,2934,52,
35453,41987,udp,CON,0.192163,528,4,
57115,1968,tcp,FIN,0.223468,424,8,
11223,111,udp,CON,0.509157,568,4,
2522,80,tcp,FIN,1.004993,1580,12,
57423,21,tcp,FIN,0.954682,2934,52,
58347,80,tcp,FIN,1.009574,1684,14,
1664,6881,tcp,FIN,0.018588,1540,16,
52214,6881,tcp,FIN,0.013684,1540,16,
36479,111,udp,CON,0.570328,568,4,
62510,16244,udp,CON,0.195178,536,4,
34930,80,tcp,FIN,1.007117,1580,12,
9994,15189,udp,CON,0.264196,528,4,
34341,13414,tcp,FIN,0.025991,3806,64,
27884,5190,tcp,FIN,0.005908,1920,22,
42160,5153,tcp,FIN,0.503462,4264,28,
12210,30857,tcp,FIN,0.047361,320,6,
22248,53,udp,CON,0.001089,130,2,
15357,35271,tcp,FIN,0.8206,5048,28,
35884,14470,tcp,FIN,0.012847,2230,34,
56715,22,tcp,FIN,0.006208,3624,30,
13593,11774,tcp,FIN,0.009066,2230,34,
2643,6881,tcp,FIN,0.018611,1540,16,
60628,30857,tcp,FIN,0.054268,320,6,
19882,143,tcp,FIN,0.469829,7818,122,
41840,10944,tcp,FIN,0.033779,3806,64,
58115,25,tcp,FIN,0.021383,37484,52,
44386,111,udp,CON,0.435184,568,4,
33529,6881,tcp,FIN,0.018555,1540,16,
26477,53,udp,CON,0.001082,146,2,
27889,53,udp,CON,0.001015,132,2,
64019,53,udp,CON,0.001108,130,2,
21414,63318,tcp,FIN,0.008252,2230,34,
13129,50128,tcp,FIN,0.244577,424,8,
29610,80,tcp,FIN,0.004141,1044,8,
1251,63429,tcp,FIN,0.025573,3806,64,
39251,53,udp,CON,0.001039,130,2,
32462,6881,tcp,FIN,0.018504,1540,16,
8517,445,tcp,FIN,1.316881,1106,12, Fuzzers
11941,21,tcp,FIN,3.278057,700,14, Fuzzers
44938,80,tcp,FIN,1.20701,68195,60, Fuzzers
42688,80,tcp,FIN,0.004111,1032,8,
45741,80,tcp,FIN,0.003899,1044,8,
7899,6881,tcp,FIN,0.013797,1540,16,
35559,22,tcp,FIN,0.007198,3728,32,
30401,179,tcp,FIN,0.844942,8834,14,
51057,6881,tcp,FIN,0.431341,11064,190,
26356,29746,tcp,FIN,0.224241,8928,14,
